question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ x^{2} + x y -  2 y^{2} -  3 x + 3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.422020266,1945
\[ (3a -3b)(3a + 5b) -a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.422060096,852
\[ x^{2} -  y^{2} -  x -  y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.422962708,1974
\[ 2 x^{2} + 3 x y + y^{2} + 3 x + 3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.423873019,1910
\[ \alpha^2 -3\alpha -25\beta^2 + 15\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.425641735,2152
\[ 1 - (m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.425832692,1771
\[ 36 - (4m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.426212469,1880
\[ 25 - (m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.42766755,1733
\[ 4\alpha^2 -6\alpha -4\beta^2 + 12\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.428157157,2231
\[ (3a + 3b)(3a + 2b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.42833228,1143
\[ (3a + 3b)(3a -3b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.429985525,830
\[ (3a -3b)(2a + 4b) -2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.430670994,191
\[ 36 - (2m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.430978516,1590
\[ 4\alpha^2 -4\alpha -16\beta^2 -16\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.43111886,2099
\[ 2 x^{2} + 3 x y + y^{2} -  3 x -  3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.431264092,2003
\[ 9\alpha^2 -4\alpha -9\beta^2 -12\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.43186432,2250
\[ 36 - (3m + 2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.432235176,1567
\[ (2a -2b)(3a -2b) + 2a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.432457233,1381
\[ 1 - (5m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.432531583,1647
\[ (2a + 3b)(4a -4b) + a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.432546868,751
\[ (2a + 3b)(3a -3b) -2a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.433108076,1125
\[ (3a + 2b)(3a -5b) + 2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.434035955,237
\[ (3a + 2b)(2a -3b) -a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.434194756,959
\[ (2a + 3b)(2a -2b) -2a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.434638015,828
\[ (3a -2b)(2a -3b) + a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.434940589,444
\[ (2a + 3b)(4a + 3b) + 2a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.435754613,70
\[ 25\alpha^2 -3\alpha -4\beta^2 + 6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.437445426,2370
\[ 25 - (3m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.438456842,1821
\[ (2a -2b)(2a -4b) -a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.439684305,705
\[ 49 - (5m -4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.440170129,1811
\[ (3a + 3b)(3a + 2b) + 2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.440642803,1511
\[ 16 - (4m + 5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.440944886,1818
\[ (2a + 3b)(3a + 5b) + a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.441989199,1071
\[ x^{2} -  y^{2} -  3 x + 3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.442272583,2060
\[ (3a + 3b)(3a -4b) + a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.44356734,765
\[ 4\alpha^2 -4\alpha -4\beta^2 + 8\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.444099623,2369
\[ 25 - (3m + 2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.444678856,1636
\[ 16\alpha^2 -\alpha -16\beta^2 + 4\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.445063039,2265
\[ (2a -2b)(3a + 5b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.445344823,578
\[ (3a + 3b)(3a + 5b) -a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.446645068,1117
\[ (2a -2b)(4a -5b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.446663554,1399
\[ (3a -2b)(3a + 2b) -a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.44695288,137
\[ (2a + 2b)(2a -3b) -2a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.447338727,416
\[ (3a + 3b)(2a -3b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.447738813,456
\[ (2a + 2b)(2a + 4b) + a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.447951567,740
\[ (2a -3b)(2a + 3b) + a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.448047815,430
\[ (2a + 3b)(4a -2b) + 2a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.449277568,322
\[ (3a + 2b)(4a + 5b) + a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.450347897,87
\[ (2a -2b)(2a -3b) + a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.450504693,543
\[ 1 - (m + 2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.451431244,1634
\[ (2a + 3b)(2a + 2b) -a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.452196303,5
\[ (3a + 3b)(4a + 5b) + 2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.453599861,28
\[ 25\alpha^2 -2\alpha -\beta^2 + 2\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.454232339,2226
\[ (2a -3b)(4a -4b) -2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.454482962,1446
\[ (3a + 2b)(3a -4b) -a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.454896776,1258
\[ (2a + 2b)(2a -5b) + a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.455323531,1027
\[ 4 - (3m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.455446115,1797
\[ (3a -3b)(2a -2b) + a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.455847781,1142
\[ (2a + 2b)(3a -3b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.455901755,1496
\[ x^{2} -  3 x y + 2 y^{2} + 4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.456555297,1923
\[ (3a + 2b)(3a + 3b) + a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.457515251,98
\[ 25\alpha^2 -6\alpha -9\beta^2 -18\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.45781895,2292
\[ (3a -2b)(3a -4b) -2a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.458438394,557
\[ (2a + 2b)(2a + 3b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.458755512,697
\[ (3a + 2b)(4a -2b) -a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.458821011,23
\[ (3a -3b)(2a + 5b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.458963459,612
\[ (2a + 3b)(4a -5b) + a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.45898599,992
\[ 4 - (5m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.4592922,1841
\[ 25 - (3m -5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.459381144,1819
\[ (3a -2b)(2a + 4b) -2a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.459851528,1076
\[ (3a -3b)(3a -4b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.459993711,951
\[ (3a + 2b)(4a -3b) + a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.460753719,1325
\[ 4 - (4m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.461758535,1588
\[ (2a + 2b)(3a -5b) -a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.461853153,181
\[ 2 x^{2} -  2 y^{2} -  x -  y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.463806822,2057
\[ 1 - (5m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.463979477,1846
\[ (2a -2b)(3a -4b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.464333517,849
\[ 3 x^{2} -  2 x y -  y^{2} -  x + y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.464690385,1997
\[ 1 - (4m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.465610983,1859
\[ 49 - (3m -2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.466130316,1753
\[ 16\alpha^2 -4\alpha -4\beta^2 + 8\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.467272863,2248
\[ 25 - (2m -2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.467594491,1721
\[ (3a + 3b)(3a + 3b) -a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.467913653,1411
\[ (3a -2b)(2a + 4b) -a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.468344382,1213
\[ 9\alpha^2 -6\alpha -16\beta^2 + 24\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.468402266,2117
\[ 49 - (5m -5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.469030669,1847
\[ 2 x^{2} + 3 x y + y^{2} -  4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.469217828,1926
\[ (3a + 2b)(2a -4b) -2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.470034397,214
\[ (2a -2b)(3a + 3b) + a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.470089311,695
\[ (2a + 2b)(2a + 5b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.471071489,691
